time,diss_power (W)
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,12.474017087999991
1691,12.474017087999991
1692,12.474017087999991
1693,12.474017087999991
1694,12.474017087999991
1695,12.474017087999991
1696,12.474017087999991
1697,12.474017087999991
1698,12.474017087999991
1699,12.474017087999991
1700,12.474017087999991
1701,12.474017087999991
1702,12.474017087999991
1703,12.474017087999991
1704,12.474017087999991
1705,12.474017087999991
1706,12.474017087999991
1707,12.474017087999991
1708,12.474017087999991
1709,12.474017087999991
1710,12.474017087999991
1711,12.474017087999991
1712,12.474017087999991
1713,12.474017087999991
1714,12.474017087999991
1715,12.474017087999991
1716,12.474017087999991
1717,12.474017087999991
1718,12.474017087999991
1719,12.474017087999991
1720,12.474017087999991
1721,12.474017087999991
1722,12.474017087999991
1723,12.474017087999991
1724,12.474017087999991
1725,12.474017087999991
1726,12.474017087999991
1727,12.474017087999991
1728,12.474017087999991
1729,12.474017087999991
1730,12.474017087999991
1731,12.474017087999991
1732,12.474017087999991
1733,12.474017087999991
1734,12.474017087999991
1735,12.474017087999991
1736,12.474017087999991
1737,12.474017087999991
1738,12.474017087999991
1739,12.474017087999991
1740,12.474017087999991
1741,12.474017087999991
1742,12.474017087999991
1743,12.474017087999991
1744,12.474017087999991
1745,12.474017087999991
1746,12.474017087999991
1747,12.474017087999991
1748,12.474017087999991
1749,12.474017087999991
1750,12.474017087999991
1751,12.474017087999991
1752,12.474017087999991
1753,12.474017087999991
1754,12.474017087999991
1755,12.474017087999991
1756,12.474017087999991
1757,12.474017087999991
1758,12.474017087999991
1759,12.474017087999991
1760,12.474017087999991
1761,12.474017087999991
1762,12.474017087999991
1763,12.474017087999991
1764,12.474017087999991
1765,12.474017087999991
1766,12.474017087999991
1767,12.474017087999991
1768,12.474017087999991
1769,12.474017087999991
1770,12.474017087999991
1771,12.474017087999991
1772,12.474017087999991
1773,12.474017087999991
1774,12.474017087999991
1775,12.474017087999991
1776,12.474017087999991
1777,12.474017087999991
1778,12.474017087999991
1779,12.474017087999991
1780,12.474017087999991
1781,12.474017087999991
1782,12.474017087999991
1783,12.474017087999991
1784,12.474017087999991
1785,12.474017087999991
1786,12.474017087999991
1787,12.474017087999991
1788,12.474017087999991
1789,12.474017087999991
1790,12.474017087999991
1791,12.474017087999991
1792,12.474017087999991
1793,12.474017087999991
1794,12.474017087999991
1795,12.474017087999991
1796,12.474017087999991
1797,12.474017087999991
1798,12.474017087999991
1799,12.474017087999991
1800,12.474017087999991
1801,12.474017087999991
1802,12.474017087999991
1803,12.474017087999991
1804,12.474017087999991
1805,12.474017087999991
1806,12.474017087999991
1807,12.474017087999991
1808,12.474017087999991
1809,12.474017087999991
1810,12.474017087999991
1811,12.474017087999991
1812,12.474017087999991
1813,12.474017087999991
1814,12.474017087999991
1815,12.474017087999991
1816,12.474017087999991
1817,12.474017087999991
1818,12.474017087999991
1819,12.474017087999991
1820,12.474017087999991
1821,12.474017087999991
1822,12.474017087999991
1823,12.474017087999991
1824,12.474017087999991
1825,12.474017087999991
1826,12.474017087999991
1827,12.474017087999991
1828,12.474017087999991
1829,12.474017087999991
1830,12.474017087999991
1831,12.474017087999991
1832,12.474017087999991
1833,12.474017087999991
1834,12.474017087999991
1835,12.474017087999991
1836,12.474017087999991
1837,12.474017087999991
1838,12.474017087999991
1839,12.474017087999991
1840,12.474017087999991
1841,12.474017087999991
1842,12.474017087999991
1843,12.474017087999991
1844,12.474017087999991
1845,12.474017087999991
1846,12.474017087999991
1847,12.474017087999991
1848,12.474017087999991
1849,12.474017087999991
1850,12.474017087999991
1851,12.474017087999991
1852,12.474017087999991
1853,12.474017087999991
1854,12.474017087999991
1855,12.474017087999991
1856,12.474017087999991
1857,12.474017087999991
1858,12.474017087999991
1859,12.474017087999991
1860,12.474017087999991
1861,12.474017087999991
1862,12.474017087999991
1863,12.474017087999991
1864,12.474017087999991
1865,12.474017087999991
1866,12.474017087999991
1867,12.474017087999991
1868,12.474017087999991
1869,12.474017087999991
1870,12.474017087999991
1871,12.474017087999991
1872,12.474017087999991
1873,12.474017087999991
1874,12.474017087999991
1875,12.474017087999991
1876,12.474017087999991
1877,12.474017087999991
1878,12.474017087999991
1879,12.474017087999991
1880,12.474017087999991
1881,12.474017087999991
1882,12.474017087999991
1883,12.474017087999991
1884,12.474017087999991
1885,12.474017087999991
1886,12.474017087999991
1887,12.474017087999991
1888,12.474017087999991
1889,12.474017087999991
1890,12.474017087999991
1891,12.474017087999991
1892,12.474017087999991
1893,12.474017087999991
1894,12.474017087999991
1895,12.474017087999991
1896,12.474017087999991
1897,12.474017087999991
1898,12.474017087999991
1899,12.474017087999991
1900,12.474017087999991
1901,12.474017087999991
1902,12.474017087999991
1903,12.474017087999991
1904,12.474017087999991
1905,12.474017087999991
1906,12.474017087999991
1907,12.474017087999991
1908,12.474017087999991
1909,12.474017087999991
1910,12.474017087999991
1911,12.474017087999991
1912,12.474017087999991
1913,12.474017087999991
1914,12.474017087999991
1915,12.474017087999991
1916,12.474017087999991
1917,12.474017087999991
1918,12.474017087999991
1919,12.474017087999991
1920,12.474017087999991
1921,12.474017087999991
1922,12.474017087999991
1923,12.474017087999991
1924,12.474017087999991
1925,12.474017087999991
1926,12.474017087999991
1927,12.474017087999991
1928,12.474017087999991
1929,12.474017087999991
1930,12.474017087999991
1931,12.474017087999991
1932,12.474017087999991
1933,12.474017087999991
1934,12.474017087999991
1935,12.474017087999991
1936,12.474017087999991
1937,12.474017087999991
1938,12.474017087999991
1939,12.474017087999991
1940,12.474017087999991
1941,12.474017087999991
1942,12.474017087999991
1943,12.474017087999991
1944,12.474017087999991
1945,12.474017087999991
1946,12.474017087999991
1947,12.474017087999991
1948,12.474017087999991
1949,12.474017087999991
1950,12.474017087999991
1951,12.474017087999991
1952,12.474017087999991
1953,12.474017087999991
1954,12.474017087999991
1955,12.474017087999991
1956,12.474017087999991
1957,12.474017087999991
1958,12.474017087999991
1959,12.474017087999991
1960,12.474017087999991
1961,12.474017087999991
1962,12.474017087999991
1963,12.474017087999991
1964,12.474017087999991
1965,12.474017087999991
1966,12.474017087999991
1967,12.474017087999991
1968,12.474017087999991
1969,12.474017087999991
1970,12.474017087999991
1971,12.474017087999991
1972,12.474017087999991
1973,12.474017087999991
1974,12.474017087999991
1975,12.474017087999991
1976,12.474017087999991
1977,12.474017087999991
1978,12.474017087999991
1979,12.474017087999991
1980,12.474017087999991
1981,12.474017087999991
1982,12.474017087999991
1983,12.474017087999991
1984,12.474017087999991
1985,12.474017087999991
1986,12.474017087999991
1987,12.474017087999991
1988,12.474017087999991
1989,12.474017087999991
1990,12.474017087999991
1991,12.474017087999991
1992,12.474017087999991
1993,12.474017087999991
1994,12.474017087999991
1995,12.474017087999991
1996,12.474017087999991
1997,12.474017087999991
1998,12.474017087999991
1999,12.474017087999991
2000,12.474017087999991
2001,12.474017087999991
2002,12.474017087999991
2003,12.474017087999991
2004,12.474017087999991
2005,12.474017087999991
2006,12.474017087999991
2007,12.474017087999991
2008,12.474017087999991
2009,12.474017087999991
2010,12.474017087999991
2011,12.474017087999991
2012,12.474017087999991
2013,12.474017087999991
2014,12.474017087999991
2015,12.474017087999991
2016,12.474017087999991
2017,12.474017087999991
2018,12.474017087999991
2019,12.474017087999991
2020,12.474017087999991
2021,12.474017087999991
2022,12.474017087999991
2023,12.474017087999991
2024,12.474017087999991
2025,12.474017087999991
2026,12.474017087999991
2027,12.474017087999991
2028,12.474017087999991
2029,12.474017087999991
2030,12.474017087999991
2031,12.474017087999991
2032,12.474017087999991
2033,12.474017087999991
2034,12.474017087999991
2035,12.474017087999991
2036,12.474017087999991
2037,12.474017087999991
2038,12.474017087999991
2039,12.474017087999991
2040,12.474017087999991
2041,12.474017087999991
2042,12.474017087999991
2043,12.474017087999991
2044,12.474017087999991
2045,12.474017087999991
2046,12.474017087999991
2047,12.474017087999991
2048,12.474017087999991
2049,12.474017087999991
2050,12.474017087999991
2051,12.474017087999991
2052,12.474017087999991
2053,12.474017087999991
2054,12.474017087999991
2055,12.474017087999991
2056,12.474017087999991
2057,12.474017087999991
2058,12.474017087999991
2059,12.474017087999991
2060,12.474017087999991
2061,12.474017087999991
2062,12.474017087999991
2063,12.474017087999991
2064,12.474017087999991
2065,12.474017087999991
2066,12.474017087999991
2067,12.474017087999991
2068,12.474017087999991
2069,12.474017087999991
2070,12.474017087999991
2071,12.474017087999991
2072,12.474017087999991
2073,12.474017087999991
2074,12.474017087999991
2075,12.474017087999991
2076,12.474017087999991
2077,12.474017087999991
2078,12.474017087999991
2079,12.474017087999991
2080,12.474017087999991
2081,12.474017087999991
2082,12.474017087999991
2083,12.474017087999991
2084,12.474017087999991
2085,12.474017087999991
2086,12.474017087999991
2087,12.474017087999991
2088,12.474017087999991
2089,12.474017087999991
2090,12.474017087999991
2091,12.474017087999991
2092,12.474017087999991
2093,12.474017087999991
2094,12.474017087999991
2095,12.474017087999991
2096,12.474017087999991
2097,12.474017087999991
2098,12.474017087999991
2099,12.474017087999991
2100,12.474017087999991
2101,12.474017087999991
2102,12.474017087999991
2103,12.474017087999991
2104,12.474017087999991
2105,12.474017087999991
2106,12.474017087999991
2107,12.474017087999991
2108,12.474017087999991
2109,12.474017087999991
2110,12.474017087999991
2111,12.474017087999991
2112,12.474017087999991
2113,12.474017087999991
2114,12.474017087999991
2115,12.474017087999991
2116,12.474017087999991
2117,12.474017087999991
2118,12.474017087999991
2119,12.474017087999991
2120,12.474017087999991
2121,12.474017087999991
2122,12.474017087999991
2123,12.474017087999991
2124,12.474017087999991
2125,12.474017087999991
2126,12.474017087999991
2127,12.474017087999991
2128,12.474017087999991
2129,12.474017087999991
2130,12.474017087999991
2131,12.474017087999991
2132,12.474017087999991
2133,12.474017087999991
2134,12.474017087999991
2135,12.474017087999991
2136,12.474017087999991
2137,12.474017087999991
2138,12.474017087999991
2139,12.474017087999991
2140,12.474017087999991
2141,12.474017087999991
2142,12.474017087999991
2143,12.474017087999991
2144,12.474017087999991
2145,12.474017087999991
2146,12.474017087999991
2147,12.474017087999991
2148,12.474017087999991
2149,12.474017087999991
2150,12.474017087999991
2151,12.474017087999991
2152,12.474017087999991
2153,12.474017087999991
2154,12.474017087999991
2155,12.474017087999991
2156,12.474017087999991
2157,12.474017087999991
2158,12.474017087999991
2159,12.474017087999991
2160,12.474017087999991
2161,12.474017087999991
2162,12.474017087999991
2163,12.474017087999991
2164,12.474017087999991
2165,12.474017087999991
2166,12.474017087999991
2167,12.474017087999991
2168,12.474017087999991
2169,12.474017087999991
2170,12.474017087999991
2171,12.474017087999991
2172,12.474017087999991
2173,12.474017087999991
2174,12.474017087999991
2175,12.474017087999991
2176,12.474017087999991
2177,12.474017087999991
2178,12.474017087999991
2179,12.474017087999991
2180,12.474017087999991
2181,12.474017087999991
2182,12.474017087999991
2183,12.474017087999991
2184,12.474017087999991
2185,12.474017087999991
2186,12.474017087999991
2187,12.474017087999991
2188,12.474017087999991
2189,12.474017087999991
2190,12.474017087999991
2191,12.474017087999991
2192,12.474017087999991
2193,12.474017087999991
2194,12.474017087999991
2195,12.474017087999991
2196,12.474017087999991
2197,12.474017087999991
2198,12.474017087999991
2199,12.474017087999991
2200,12.474017087999991
2201,12.474017087999991
2202,12.474017087999991
2203,12.474017087999991
2204,12.474017087999991
2205,12.474017087999991
2206,12.474017087999991
2207,12.474017087999991
2208,12.474017087999991
2209,12.474017087999991
2210,12.474017087999991
2211,12.474017087999991
2212,12.474017087999991
2213,12.474017087999991
2214,12.474017087999991
2215,12.474017087999991
2216,12.474017087999991
2217,12.474017087999991
2218,12.474017087999991
2219,12.474017087999991
2220,12.474017087999991
2221,12.474017087999991
2222,12.474017087999991
2223,12.474017087999991
2224,12.474017087999991
2225,12.474017087999991
2226,12.474017087999991
2227,12.474017087999991
2228,12.474017087999991
2229,12.474017087999991
2230,12.474017087999991
2231,12.474017087999991
2232,12.474017087999991
2233,12.474017087999991
2234,12.474017087999991
2235,12.474017087999991
2236,12.474017087999991
2237,12.474017087999991
2238,12.474017087999991
2239,12.474017087999991
2240,12.474017087999991
2241,12.474017087999991
2242,12.474017087999991
2243,12.474017087999991
2244,12.474017087999991
2245,12.474017087999991
2246,12.474017087999991
2247,12.474017087999991
2248,12.474017087999991
2249,12.474017087999991
2250,12.474017087999991
2251,12.474017087999991
2252,12.474017087999991
2253,12.474017087999991
2254,12.474017087999991
2255,12.474017087999991
2256,12.474017087999991
2257,12.474017087999991
2258,12.474017087999991
2259,12.474017087999991
2260,12.474017087999991
2261,12.474017087999991
2262,12.474017087999991
2263,12.474017087999991
2264,12.474017087999991
2265,12.474017087999991
2266,12.474017087999991
2267,12.474017087999991
2268,12.474017087999991
2269,12.474017087999991
2270,12.474017087999991
2271,12.474017087999991
2272,12.474017087999991
2273,12.474017087999991
2274,12.474017087999991
2275,12.474017087999991
2276,12.474017087999991
2277,12.474017087999991
2278,12.474017087999991
2279,12.474017087999991
2280,12.474017087999991
2281,12.474017087999991
2282,12.474017087999991
